indice;Estandar;Marca;Clasificacion_MICRO;Clasificacion_MACRO;url_imagen_equipo
2993;Samsung A03S;Samsung;A03;A;https://www.wom.co/media/catalog/product/cache/3256a9de7286b3bbe6e52f27a1fe5818/a/0/a03_64gb.png
3021;Samsung A03S;Samsung;A03;A;https://www.wom.co/media/catalog/product/cache/3256a9de7286b3bbe6e52f27a1fe5818/a/0/a03_64gb.png
43;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
179;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
235;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
324;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
402;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
457;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
568;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
601;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
873;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
879;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
892;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
915;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
916;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1112;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1147;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1163;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1195;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1268;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1290;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1375;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1404;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1430;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1493;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1530;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1551;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1556;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1591;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1649;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1681;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1735;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1809;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1810;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1853;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1874;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1921;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1926;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1967;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1983;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1995;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
2008;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
2035;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
2147;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
2150;Samsung A04;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
2077;Samsung A04;Samsung;g A4;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
238;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
463;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
516;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
701;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
832;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
999;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1040;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1102;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1179;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1241;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1535;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1571;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1588;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1661;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1725;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1768;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
1942;Samsung A04S;Samsung;A04;A;https://images.samsung.com/is/image/samsung/p6pim/cl/sm-a045mzwhltl/gallery/cl-galaxy-a04-sm-a045-sm-a045mzwhltl-534042872?$650_519_PNG
2190;Samsung A07;Samsung;A07;A;https://img2.freepng.es/20190222/kqx/kisspng-samsung-galaxy-a7-2-15-samsung-group-smartphone-5c6f9c571f31b5.7446465715508183911278.jpg
770;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
917;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1032;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1169;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1288;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1500;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1546;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1594;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1733;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1795;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1887;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1913;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1922;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1933;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2089;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2331;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2459;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2608;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2621;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2768;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2811;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
3118;Samsung A10;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
127;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
146;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
184;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
312;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
317;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
476;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
694;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
835;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
857;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
878;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1033;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1533;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1602;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1622;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1721;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1757;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1856;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1896;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
1936;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2148;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2334;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2444;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2510;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2526;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2615;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2634;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2640;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2734;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
2778;Samsung A10S;Samsung;A10;A;https://www.r-store.cl/wp-content/uploads/2022/10/samsung-1-16.png
172;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
201;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
223;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
561;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
600;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
690;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
888;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1079;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1152;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1249;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1390;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1512;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1818;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1903;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1940;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1960;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
1984;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2214;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2264;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2275;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2302;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2361;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2453;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2481;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2503;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2736;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
2754;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
3126;Samsung A11;Samsung;A11;A;https://www.reuse.cl/cdn/shop/files/2_2b5bdaae-d044-4ccd-9f35-ad2e090078ff_700x700.png
83;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
148;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
231;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
273;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
392;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
411;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
460;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
511;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
565;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
697;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
727;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
732;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
774;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
898;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
901;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1080;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1189;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1217;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1305;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1313;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1379;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1405;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1467;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1555;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1603;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1608;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1672;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1686;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1699;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1701;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1736;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1747;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1816;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1865;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1904;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
1954;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
2011;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
2024;Samsung A12;Samsung;A12;A;https://celhupa.cl/wp-content/uploads/2021/11/Galaxy-A12-New-Negro-0.png
